,u,i,ts,label,idx
30108,506,6455,37566.0,0.0,6713
30109,9129,14307,37567.0,0.0,739
30110,9129,11984,37568.0,0.0,7088
30111,4362,11825,37568.0,0.0,3027
30112,4391,1162,37569.0,0.0,823
30113,4148,2668,37569.0,0.0,6512
30114,14446,3663,37569.0,0.0,2554
30115,995,5365,37570.0,0.0,4434
30116,4362,2703,37570.0,0.0,1268
30117,12959,14418,37570.0,0.0,5325
30118,3380,9854,37571.0,0.0,2206
30119,800,10697,37572.0,0.0,3336
30120,9129,13300,37572.0,0.0,7088
30121,9129,14476,37572.0,0.0,747
30122,800,5256,37572.0,0.0,926
30123,11833,8950,37572.0,0.0,6112
30124,9129,14905,37573.0,0.0,737
30125,2393,12708,37574.0,0.0,2550
30126,2916,14787,37574.0,0.0,5313
30127,2393,15304,37574.0,0.0,2973
30128,5086,3235,37575.0,0.0,4831
30129,5086,7115,37575.0,0.0,766
30130,5580,14418,37575.0,0.0,3564
30131,12787,12787,37575.0,0.0,1671
30132,6945,14352,37575.0,0.0,836
30133,3548,595,37575.0,0.0,4731
30134,2109,8632,37576.0,0.0,1705
30135,2107,5628,37576.0,0.0,753
30136,459,10196,37576.0,0.0,4110
30137,4739,4739,37577.0,0.0,905
30138,14822,6091,37577.0,0.0,1147
30139,174,11520,37577.0,0.0,4387
30140,1547,8547,37577.0,0.0,5594
30141,11488,12779,37577.0,0.0,2096
30142,3829,9242,37578.0,0.0,5062
30143,5342,5050,37578.0,0.0,5569
30144,2393,4860,37578.0,0.0,6972
30145,2107,11667,37581.0,0.0,531
30146,9129,9579,37581.0,0.0,7088
30147,5798,5025,37582.0,0.0,5542
30148,11450,11450,37583.0,0.0,1225
30149,9129,11812,37583.0,0.0,7088
30150,9129,13024,37583.0,0.0,737
30151,4362,14580,37584.0,0.0,1268
30152,2725,13136,37585.0,0.0,5830
30153,800,11842,37585.0,0.0,6824
30154,14822,6091,37586.0,0.0,3486
30155,459,1981,37586.0,0.0,6350
30156,9129,1791,37586.0,0.0,746
30157,9129,14347,37586.0,0.0,737
30158,9129,13548,37586.0,0.0,7088
30159,3671,9334,37586.0,0.0,4759
30160,1195,9602,37587.0,0.0,2974
30161,2393,14352,37587.0,0.0,2550
30162,11258,13781,37588.0,0.0,6756
30163,2916,14787,37589.0,0.0,5239
30164,12959,6455,37589.0,0.0,5722
30165,9129,6716,37590.0,0.0,7088
30166,800,14672,37590.0,0.0,788
30167,8336,10533,37590.0,0.0,5742
30168,9129,13825,37590.0,0.0,7088
30169,6547,6938,37590.0,0.0,4254
30170,2393,14934,37591.0,0.0,6972
30171,2107,7316,37591.0,0.0,753
30172,14731,442,37591.0,0.0,5625
30173,506,11213,37591.0,0.0,4263
30174,2393,6411,37591.0,0.0,3982
30175,2107,12236,37592.0,0.0,531
30176,1741,1741,37592.0,0.0,4270
30177,11336,6502,37593.0,0.0,3579
30178,3380,8547,37593.0,0.0,1946
30179,3071,7750,37593.0,0.0,1164
30180,9129,5948,37593.0,0.0,747
30181,14446,4192,37594.0,0.0,2554
30182,2916,4385,37594.0,0.0,4778
30183,9129,13083,37594.0,0.0,4431
30184,2107,13198,37594.0,0.0,753
30185,2107,11702,37594.0,0.0,753
30186,9129,5533,37596.0,0.0,747
30187,9932,1497,37597.0,0.0,363
30188,3548,14418,37597.0,0.0,4731
30189,9129,13431,37598.0,0.0,747
30190,14314,15041,37598.0,0.0,3550
30191,1170,3584,37599.0,0.0,1365
30192,10242,1189,37600.0,0.0,5887
30193,995,9595,37600.0,0.0,4434
30194,9129,9579,37601.0,0.0,4431
30195,14952,14952,37601.0,0.0,5376
30196,9129,13781,37601.0,0.0,7088
30197,11336,9474,37601.0,0.0,4506
30198,2393,12956,37601.0,0.0,5588
30199,459,6792,37602.0,0.0,6350
30200,322,9186,37602.0,0.0,701
30201,12643,14206,37603.0,0.0,7063
30202,2099,5929,37603.0,0.0,4502
30203,9129,6618,37604.0,0.0,7088
30204,800,1297,37604.0,0.0,788
30205,4391,6208,37605.0,0.0,3961
30206,2107,10533,37605.0,0.0,4427
30207,4289,13632,37606.0,0.0,1266
30208,177,14351,37606.0,0.0,2325
30209,14314,3450,37607.0,0.0,3550
30210,9382,7410,37607.0,0.0,6427
30211,9129,6387,37608.0,0.0,747
30212,9129,3769,37608.0,0.0,747
30213,4391,1822,37608.0,0.0,3961
30214,8309,10986,37609.0,0.0,7273
30215,800,8884,37609.0,0.0,788
30216,9687,10090,37609.0,0.0,4490
30217,4127,5931,37610.0,0.0,2424
30218,7384,12257,37610.0,0.0,2085
30219,9129,11085,37610.0,0.0,7088
30220,9129,3881,37611.0,0.0,7088
30221,11336,7097,37612.0,0.0,4506
30222,3789,13363,37612.0,0.0,4435
30223,9129,2343,37612.0,0.0,748
30224,9129,12075,37612.0,0.0,737
30225,4316,9397,37614.0,0.0,5211
30226,4362,12429,37614.0,0.0,5853
30227,11336,3584,37614.0,0.0,4506
30228,204,2850,37615.0,0.0,4372
30229,995,6111,37616.0,0.0,4434
30230,2168,7663,37617.0,0.0,3981
30231,2107,1854,37617.0,0.0,531
30232,2393,12257,37617.0,0.0,2550
30233,9129,14910,37617.0,0.0,747
30234,2107,10732,37618.0,0.0,4377
30235,9129,14190,37618.0,0.0,7088
30236,9129,12075,37618.0,0.0,7088
30237,2107,14165,37618.0,0.0,4427
30238,9129,10746,37619.0,0.0,7088
30239,4027,13548,37620.0,0.0,4250
30240,5580,13548,37620.0,0.0,4242
30241,3656,6710,37621.0,0.0,3588
30242,2680,2923,37621.0,0.0,489
30243,14314,5182,37622.0,0.0,3550
30244,14504,13548,37623.0,0.0,6687
30245,5086,3321,37623.0,0.0,766
30246,4371,7115,37623.0,0.0,3047
30247,12451,14769,37624.0,0.0,331
30248,83,3819,37624.0,0.0,3050
30249,9129,9579,37624.0,0.0,737
30250,800,13781,37624.0,0.0,6661
30251,2916,13027,37624.0,0.0,3716
30252,8450,11638,37625.0,0.0,5593
30253,2107,13431,37625.0,0.0,753
30254,174,6897,37625.0,0.0,738
30255,83,10236,37627.0,0.0,3050
30256,9129,11850,37627.0,0.0,747
30257,2107,8477,37628.0,0.0,753
30258,459,14006,37628.0,0.0,6350
30259,5302,9854,37629.0,0.0,7013
30260,1643,8403,37629.0,0.0,1520
30261,800,2242,37630.0,0.0,926
30262,12959,595,37630.0,0.0,4375
30263,9129,9774,37630.0,0.0,747
30264,5086,6340,37630.0,0.0,766
30265,459,1542,37631.0,0.0,6350
30266,14314,11638,37631.0,0.0,790
30267,4582,14127,37632.0,0.0,4448
30268,4330,4125,37632.0,0.0,5741
30269,12959,13548,37632.0,0.0,750
30270,11769,8242,37633.0,0.0,5928
30271,2107,8293,37633.0,0.0,4427
30272,204,5929,37634.0,0.0,4372
30273,2107,7617,37634.0,0.0,753
30274,506,13399,37635.0,0.0,3038
30275,1164,7115,37635.0,0.0,4447
30276,800,5929,37636.0,0.0,788
30277,9129,1913,37637.0,0.0,7088
30278,204,4468,37638.0,0.0,4372
30279,459,4610,37638.0,0.0,6350
30280,506,3732,37639.0,0.0,3038
30281,2107,10055,37639.0,0.0,4427
30282,296,1770,37639.0,0.0,6511
30283,9129,6587,37639.0,0.0,7088
30284,10681,15305,37640.0,0.0,5214
30285,3380,1497,37640.0,0.0,2206
30286,5272,7889,37640.0,0.0,2103
30287,9129,2382,37641.0,0.0,737
30288,459,12670,37643.0,0.0,4110
30289,9129,12956,37644.0,0.0,747
30290,506,2693,37644.0,0.0,4263
30291,2107,13498,37647.0,0.0,753
30292,10681,5568,37647.0,0.0,5214
30293,459,3143,37648.0,0.0,6350
30294,2107,13548,37649.0,0.0,753
30295,9129,9579,37649.0,0.0,4239
30296,9129,6335,37650.0,0.0,747
30297,777,983,37650.0,0.0,3192
30298,3493,5595,37651.0,0.0,3697
30299,459,9278,37651.0,0.0,6350
30300,459,11293,37651.0,0.0,6350
30301,14767,6387,37652.0,0.0,5833
30302,12959,14690,37652.0,0.0,750
30303,9129,7758,37654.0,0.0,7088
30304,2107,1525,37654.0,0.0,753
30305,3548,595,37655.0,0.0,2151
30306,10681,5768,37655.0,0.0,7252
30307,459,961,37655.0,0.0,6350
30308,582,2817,37656.0,0.0,599
30309,995,4867,37657.0,0.0,4434
30310,506,3732,37657.0,0.0,4262
30311,551,624,37657.0,0.0,930
30312,800,14158,37658.0,0.0,6824
30313,11488,13548,37659.0,0.0,4790
30314,506,15281,37659.0,0.0,3038
30315,4391,11916,37659.0,0.0,3961
30316,10681,15041,37659.0,0.0,5214
30317,9382,13027,37659.0,0.0,6966
30318,4362,3439,37660.0,0.0,3027
30319,8819,8819,37661.0,0.0,506
30320,1433,11638,37662.0,0.0,5592
30321,11336,12276,37662.0,0.0,2664
30322,1820,8083,37663.0,0.0,744
30323,15460,15460,37664.0,0.0,5782
30324,10681,12724,37664.0,0.0,4376
30325,9129,13861,37665.0,0.0,7088
30326,459,6846,37665.0,0.0,6350
30327,11258,10476,37665.0,0.0,7061
30328,506,11213,37666.0,0.0,4262
30329,9473,10332,37666.0,0.0,833
30330,3548,10476,37666.0,0.0,3997
30331,1651,2923,37666.0,0.0,6348
30332,509,5993,37666.0,0.0,2613
30333,9129,15376,37667.0,0.0,7088
30334,1547,1943,37667.0,0.0,2316
30335,9129,9818,37667.0,0.0,7088
30336,9129,8379,37668.0,0.0,7088
30337,9382,9774,37668.0,0.0,6427
30338,1046,4628,37669.0,0.0,827
30339,4362,9880,37670.0,0.0,3027
30340,1170,1836,37671.0,0.0,1365
30341,5851,6361,37671.0,0.0,173
30342,9129,7795,37671.0,0.0,7088
30343,2107,11982,37672.0,0.0,753
30344,2916,6418,37672.0,0.0,3977
30345,1170,11916,37672.0,0.0,1365
30346,2107,12291,37673.0,0.0,753
30347,1266,14927,37673.0,0.0,2009
30348,6311,5025,37674.0,0.0,258
30349,174,6897,37674.0,0.0,3739
30350,2107,11779,37674.0,0.0,753
30351,10681,5768,37675.0,0.0,4376
30352,5580,7511,37676.0,0.0,4242
30353,11494,5162,37676.0,0.0,4640
30354,9129,11801,37676.0,0.0,737
30355,12451,9954,37677.0,0.0,2713
30356,459,1163,37678.0,0.0,6350
30357,5851,12996,37679.0,0.0,173
30358,9129,14708,37679.0,0.0,7088
30359,3212,14767,37680.0,0.0,3974
30360,459,6858,37680.0,0.0,6350
30361,9129,8460,37681.0,0.0,747
30362,2099,11238,37681.0,0.0,4502
30363,4362,10055,37682.0,0.0,3027
30364,9129,11779,37682.0,0.0,737
30365,2109,8625,37682.0,0.0,1705
30366,459,48,37682.0,0.0,6350
30367,506,13885,37683.0,0.0,3038
30368,9129,2382,37683.0,0.0,747
30369,4330,551,37683.0,0.0,5741
30370,5086,15041,37684.0,0.0,2239
30371,14569,14386,37684.0,0.0,679
30372,506,11213,37685.0,0.0,3038
30373,12345,13130,37686.0,0.0,5184
30374,2107,9482,37686.0,0.0,753
30375,9129,13578,37686.0,0.0,7088
30376,506,13399,37686.0,0.0,4262
30377,506,15281,37687.0,0.0,4262
30378,9382,9236,37688.0,0.0,6427
30379,1820,1836,37688.0,0.0,744
30380,9428,9428,37689.0,0.0,4915
30381,6547,3143,37689.0,0.0,359
30382,12959,14927,37689.0,0.0,4375
30383,9129,7842,37690.0,0.0,4431
30384,141,5616,37691.0,0.0,6128
30385,9129,5096,37691.0,0.0,7088
30386,4010,5153,37692.0,0.0,4356
30387,459,9727,37692.0,0.0,4110
30388,2107,6111,37692.0,0.0,753
30389,442,12480,37693.0,0.0,4440
30390,9129,14740,37693.0,0.0,4431
30391,9129,1773,37693.0,0.0,737
30392,1015,8214,37693.0,0.0,1583
30393,8336,10916,37693.0,0.0,5742
30394,5851,6909,37694.0,0.0,173
30395,9129,3080,37695.0,0.0,747
30396,2393,15286,37695.0,0.0,6972
30397,12959,15281,37695.0,0.0,6637
30398,1046,1846,37695.0,0.0,827
30399,459,1964,37697.0,0.0,4110
30400,506,13885,37697.0,0.0,4262
30401,459,9740,37698.0,0.0,6350
30402,9129,7830,37698.0,0.0,737
30403,2107,5595,37699.0,0.0,4377
30404,2107,12291,37699.0,0.0,531
30405,4391,7730,37699.0,0.0,823
30406,3776,12480,37699.0,0.0,2976
30407,174,10236,37699.0,0.0,3525
30408,9129,14641,37700.0,0.0,7088
30409,2393,15281,37701.0,0.0,5588
30410,2916,14787,37701.0,0.0,5301
30411,12959,6058,37701.0,0.0,750
30412,9129,7866,37701.0,0.0,747
30413,2107,6037,37701.0,0.0,4427
30414,3789,7349,37701.0,0.0,432
30415,2107,6037,37701.0,0.0,753
30416,4362,9774,37702.0,0.0,1268
30417,4391,7982,37702.0,0.0,823
30418,5086,13929,37702.0,0.0,766
30419,2099,1913,37703.0,0.0,4502
30420,5302,4960,37703.0,0.0,5539
30421,3212,13702,37704.0,0.0,3974
30422,800,9242,37704.0,0.0,6068
30423,647,14158,37704.0,0.0,6945
30424,6658,2487,37705.0,0.0,4385
30425,6547,9642,37705.0,0.0,2082
30426,396,5138,37705.0,0.0,3004
30427,2107,6187,37705.0,0.0,753
30428,9129,13027,37705.0,0.0,747
30429,2107,8477,37705.0,0.0,4377
30430,2107,10962,37705.0,0.0,753
30431,9129,2675,37707.0,0.0,7088
30432,442,2979,37707.0,0.0,5077
30433,9129,1707,37708.0,0.0,7088
30434,14314,11818,37708.0,0.0,3550
30435,995,6290,37708.0,0.0,4434
30436,2109,12180,37709.0,0.0,1705
30437,800,7730,37709.0,0.0,6824
30438,10681,11638,37709.0,0.0,2
30439,3548,6455,37711.0,0.0,3991
30440,2107,12291,37711.0,0.0,4377
30441,5851,8132,37712.0,0.0,6942
30442,459,7889,37712.0,0.0,4110
30443,506,3991,37713.0,0.0,3038
30444,2393,6587,37713.0,0.0,6972
30445,2916,2693,37713.0,0.0,4778
30446,9129,14580,37713.0,0.0,7088
30447,6547,3941,37713.0,0.0,359
30448,3198,9300,37714.0,0.0,6828
30449,8450,7982,37715.0,0.0,5593
30450,506,2206,37717.0,0.0,3038
30451,995,13195,37717.0,0.0,2190
30452,3789,8477,37717.0,0.0,741
30453,2393,6854,37719.0,0.0,6972
30454,10242,5162,37719.0,0.0,4378
30455,9129,8471,37719.0,0.0,7088
30456,9129,5749,37719.0,0.0,737
30457,9129,14762,37720.0,0.0,7088
30458,6547,2631,37720.0,0.0,359
30459,9382,2206,37720.0,0.0,6966
30460,506,14787,37721.0,0.0,4263
30461,5851,10466,37721.0,0.0,173
30462,2770,3237,37721.0,0.0,2167
30463,13759,11824,37722.0,0.0,4326
30464,506,2206,37722.0,0.0,4262
30465,2107,14974,37722.0,0.0,753
30466,12959,4521,37724.0,0.0,2978
30467,12345,13130,37724.0,0.0,3691
30468,995,5317,37724.0,0.0,4434
30469,506,3991,37725.0,0.0,4262
30470,3203,6924,37725.0,0.0,1761
30471,459,11638,37725.0,0.0,4110
30472,9129,11534,37725.0,0.0,747
30473,11258,2668,37725.0,0.0,7061
30474,1170,1162,37726.0,0.0,7085
30475,8154,190,37726.0,0.0,3011
30476,2107,7807,37727.0,0.0,753
30477,5851,6361,37728.0,0.0,6942
30478,12979,5153,37728.0,0.0,1035
30479,2107,10055,37728.0,0.0,753
30480,459,8275,37728.0,0.0,4110
30481,11258,11521,37728.0,0.0,6114
30482,10242,7010,37729.0,0.0,1172
30483,2107,10815,37729.0,0.0,753
30484,1820,7730,37729.0,0.0,744
30485,5851,8132,37730.0,0.0,173
30486,459,2771,37730.0,0.0,4110
30487,10681,5865,37731.0,0.0,5214
30488,1046,1846,37731.0,0.0,1636
30489,14952,14952,37731.0,0.0,5374
30490,72,14158,37731.0,0.0,538
30491,5851,6139,37731.0,0.0,173
30492,459,1389,37731.0,0.0,6350
30493,5851,10466,37732.0,0.0,6942
30494,7678,5025,37733.0,0.0,4183
30495,9382,2055,37733.0,0.0,6966
30496,459,11842,37734.0,0.0,4110
30497,2393,14158,37735.0,0.0,6972
30498,13759,11824,37735.0,0.0,1356
30499,6547,7982,37736.0,0.0,359
30500,10313,8819,37736.0,0.0,2271
30501,4362,4373,37736.0,0.0,3027
30502,12959,13130,37736.0,0.0,5325
30503,4552,2937,37737.0,0.0,6370
30504,2099,12858,37738.0,0.0,4502
30505,800,4315,37738.0,0.0,6661
30506,9129,1899,37738.0,0.0,7088
30507,2393,11238,37738.0,0.0,2973
30508,8450,7730,37739.0,0.0,5593
30509,2107,10146,37740.0,0.0,4377
30510,4362,12420,37740.0,0.0,3027
30511,4027,6780,37741.0,0.0,4250
30512,9932,239,37741.0,0.0,4987
30513,4362,9000,37742.0,0.0,3027
30514,459,7730,37742.0,0.0,6350
30515,459,1654,37742.0,0.0,6350
30516,1670,10820,37743.0,0.0,6697
30517,2107,6780,37744.0,0.0,753
30518,9129,12342,37745.0,0.0,747
30519,459,3000,37746.0,0.0,4110
30520,459,2937,37746.0,0.0,6350
30521,2099,2261,37746.0,0.0,4502
30522,4391,7730,37748.0,0.0,3961
30523,2107,14717,37748.0,0.0,753
30524,9129,2055,37749.0,0.0,7088
30525,9129,1501,37749.0,0.0,7088
30526,2109,4431,37749.0,0.0,1882
30527,11674,5162,37750.0,0.0,4829
30528,800,11085,37750.0,0.0,6824
30529,9129,10807,37750.0,0.0,7088
30530,11258,165,37750.0,0.0,7061
30531,2107,14974,37751.0,0.0,753
30532,2107,14762,37751.0,0.0,753
30533,12482,13548,37752.0,0.0,360
30534,9129,11212,37753.0,0.0,7088
30535,9129,2668,37753.0,0.0,7088
30536,9129,4212,37753.0,0.0,747
30537,4391,13827,37753.0,0.0,823
30538,174,5237,37754.0,0.0,4240
30539,9129,5948,37754.0,0.0,746
30540,459,3946,37755.0,0.0,6350
30541,4391,7982,37755.0,0.0,3961
30542,3656,5578,37755.0,0.0,2012
30543,12603,7982,37755.0,0.0,5633
30544,7501,9186,37756.0,0.0,4102
30545,7671,9602,37756.0,0.0,4514
30546,6547,11638,37756.0,0.0,359
30547,459,8737,37757.0,0.0,4110
30548,6945,2668,37757.0,0.0,3953
30549,551,6391,37758.0,0.0,5568
30550,800,2537,37758.0,0.0,926
30551,6080,396,37758.0,0.0,5003
30552,2107,11982,37758.0,0.0,531
30553,72,4043,37758.0,0.0,538
30554,1195,2937,37758.0,0.0,5360
30555,10681,4862,37759.0,0.0,4376
30556,506,13027,37759.0,0.0,4262
30557,9129,13781,37760.0,0.0,747
30558,2393,5626,37760.0,0.0,2973
30559,9129,13781,37761.0,0.0,746
30560,2107,1766,37761.0,0.0,753
30561,156,11593,37761.0,0.0,937
30562,4355,14190,37763.0,0.0,6391
30563,13177,4054,37763.0,0.0,4259
30564,2916,3732,37763.0,0.0,3977
30565,11159,11159,37764.0,0.0,3473
30566,2916,7231,37764.0,0.0,106
30567,459,2720,37764.0,0.0,6350
30568,12707,9880,37765.0,0.0,2949
30569,1164,5477,37765.0,0.0,4447
30570,9129,13762,37765.0,0.0,7088
30571,9129,5948,37766.0,0.0,748
30572,10862,1610,37766.0,0.0,6879
30573,995,14030,37767.0,0.0,4434
30574,1651,1362,37769.0,0.0,6348
30575,2107,5966,37769.0,0.0,4377
30576,9129,15299,37769.0,0.0,747
30577,9129,14937,37770.0,0.0,7088
30578,800,3803,37770.0,0.0,926
30579,2916,840,37771.0,0.0,4452
30580,9129,11414,37771.0,0.0,748
30581,995,14191,37771.0,0.0,4434
30582,2107,11752,37772.0,0.0,753
30583,995,14814,37772.0,0.0,4434
30584,6624,3605,37772.0,0.0,1239
30585,506,15353,37772.0,0.0,3038
30586,13759,14889,37772.0,0.0,1356
30587,9129,6418,37772.0,0.0,4431
30588,800,14158,37772.0,0.0,6661
30589,459,8949,37772.0,0.0,6350
30590,11336,11818,37772.0,0.0,2662
30591,1547,1802,37773.0,0.0,890
30592,9129,11369,37773.0,0.0,7088
30593,459,8590,37775.0,0.0,6350
30594,1820,13827,37775.0,0.0,744
30595,2107,10828,37775.0,0.0,4427
30596,9129,10164,37775.0,0.0,7088
30597,995,15206,37775.0,0.0,4434
30598,6547,3941,37775.0,0.0,4254
30599,11258,6455,37777.0,0.0,6756
30600,1123,9901,37778.0,0.0,2631
30601,2107,12420,37779.0,0.0,753
30602,7501,9186,37779.0,0.0,7004
30603,2107,13363,37779.0,0.0,4427
30604,1553,2937,37779.0,0.0,5386
30605,14288,13548,37779.0,0.0,5682
30606,12979,5153,37779.0,0.0,3437
30607,9129,13920,37779.0,0.0,7088
30608,2916,12625,37779.0,0.0,3957
30609,2107,12303,37780.0,0.0,4377
30610,9129,13781,37780.0,0.0,748
30611,41,1514,37780.0,0.0,3199
30612,6988,1822,37781.0,0.0,4065
30613,343,12307,37782.0,0.0,2576
30614,1101,11818,37782.0,0.0,2005
30615,9129,11414,37783.0,0.0,4239
30616,13759,14889,37783.0,0.0,4326
30617,9129,537,37783.0,0.0,7088
30618,1670,9982,37783.0,0.0,6697
30619,2107,5628,37784.0,0.0,531
30620,1046,1846,37784.0,0.0,176
30621,800,6909,37786.0,0.0,788
30622,12603,7982,37786.0,0.0,5634
30623,506,10305,37786.0,0.0,3038
30624,506,11844,37786.0,0.0,4262
30625,9129,11528,37786.0,0.0,7088
30626,5086,11818,37787.0,0.0,2239
30627,9129,5948,37787.0,0.0,4248
30628,2916,8476,37788.0,0.0,265
30629,3789,12025,37788.0,0.0,4435
30630,9129,12313,37789.0,0.0,4248
30631,506,11844,37789.0,0.0,3447
30632,506,11844,37790.0,0.0,3038
30633,10681,11818,37790.0,0.0,5214
30634,506,3857,37790.0,0.0,718
30635,459,8163,37790.0,0.0,6350
30636,1046,5124,37790.0,0.0,2725
30637,2393,14351,37790.0,0.0,2550
30638,2107,9180,37791.0,0.0,753
30639,204,6111,37791.0,0.0,240
30640,9129,3991,37792.0,0.0,747
30641,218,3814,37792.0,0.0,2686
30642,4010,12622,37794.0,0.0,4356
30643,8891,12901,37794.0,0.0,2562
30644,5580,14717,37795.0,0.0,4242
30645,9129,4882,37795.0,0.0,737
30646,9129,15037,37795.0,0.0,7088
30647,12881,5477,37795.0,0.0,1515
30648,9129,12625,37795.0,0.0,737
30649,135,7310,37796.0,0.0,7176
30650,2109,12692,37797.0,0.0,1882
30651,41,1514,37797.0,0.0,376
30652,10358,12241,37799.0,0.0,1096
30653,9129,11414,37799.0,0.0,4431
30654,4289,13632,37799.0,0.0,1846
30655,12959,1297,37799.0,0.0,371
30656,9129,1297,37800.0,0.0,739
30657,9382,13438,37801.0,0.0,6427
30658,9129,13087,37801.0,0.0,748
30659,7501,9186,37801.0,0.0,5016
30660,995,6009,37802.0,0.0,4434
30661,506,2045,37802.0,0.0,3038
30662,506,537,37802.0,0.0,718
30663,1547,7920,37802.0,0.0,6066
30664,9129,5948,37802.0,0.0,4431
30665,800,10041,37804.0,0.0,6133
30666,5851,2387,37805.0,0.0,173
30667,4362,8952,37805.0,0.0,3027
30668,9129,11414,37805.0,0.0,747
30669,9129,2343,37805.0,0.0,746
30670,9129,5757,37806.0,0.0,7088
30671,4362,14580,37806.0,0.0,987
30672,8309,536,37807.0,0.0,7273
30673,459,14158,37807.0,0.0,6350
30674,5086,4862,37807.0,0.0,766
30675,995,12092,37808.0,0.0,4434
30676,2107,14190,37809.0,0.0,753
30677,10681,4574,37809.0,0.0,5214
30678,9129,9559,37810.0,0.0,747
30679,1266,14927,37810.0,0.0,4100
30680,506,11844,37810.0,0.0,718
30681,2099,9328,37811.0,0.0,4502
30682,5580,8387,37811.0,0.0,4242
30683,204,13363,37811.0,0.0,240
30684,1046,4628,37812.0,0.0,4457
30685,2916,10814,37812.0,0.0,6250
30686,12959,14672,37812.0,0.0,4375
30687,9382,9038,37812.0,0.0,6966
30688,12979,5153,37813.0,0.0,3223
30689,3789,11566,37814.0,0.0,4435
30690,459,7891,37815.0,0.0,6350
30691,459,9436,37815.0,0.0,6350
30692,9129,11414,37815.0,0.0,4248
30693,800,13311,37817.0,0.0,6661
30694,8445,9901,37818.0,0.0,2933
30695,9129,11414,37818.0,0.0,746
30696,2099,7403,37819.0,0.0,4502
30697,9382,525,37819.0,0.0,6427
30698,2107,10232,37820.0,0.0,4427
30699,4148,7231,37821.0,0.0,6512
30700,5851,2387,37822.0,0.0,6942
30701,9129,11414,37823.0,0.0,737
30702,9129,11414,37824.0,0.0,739
30703,9129,12174,37824.0,0.0,4431
30704,2099,1525,37825.0,0.0,4502
30705,1416,9242,37826.0,0.0,6385
30706,2916,2640,37826.0,0.0,3977
30707,3380,6128,37827.0,0.0,1946
30708,10681,11763,37828.0,0.0,4376
30709,4027,14949,37828.0,0.0,4250
30710,2916,12625,37828.0,0.0,265
30711,3829,3733,37829.0,0.0,5062
30712,9129,3928,37830.0,0.0,747
30713,506,3294,37830.0,0.0,3038
30714,9129,1457,37830.0,0.0,7088
30715,3548,15281,37830.0,0.0,4730
30716,2099,2668,37831.0,0.0,4502
30717,174,7898,37831.0,0.0,6421
30718,9129,7932,37831.0,0.0,747
30719,9129,13087,37832.0,0.0,4248
30720,9129,1625,37832.0,0.0,7088
30721,1547,14804,37832.0,0.0,2317
30722,9129,13087,37833.0,0.0,739
30723,4398,8547,37833.0,0.0,7284
30724,9129,13087,37833.0,0.0,746
30725,459,13827,37836.0,0.0,4110
30726,13810,14787,37836.0,0.0,3425
30727,9129,6780,37837.0,0.0,747
30728,995,11874,37837.0,0.0,4434
30729,9129,1020,37837.0,0.0,7088
30730,800,11238,37837.0,0.0,926
30731,9129,13087,37837.0,0.0,7088
30732,800,7753,37837.0,0.0,6824
30733,459,12144,37838.0,0.0,4110
30734,800,12480,37839.0,0.0,6131
30735,12610,14787,37839.0,0.0,1663
30736,2099,11566,37841.0,0.0,4502
30737,3789,12025,37841.0,0.0,741
30738,9129,1151,37841.0,0.0,7088
30739,9129,3433,37842.0,0.0,747
30740,8154,13702,37842.0,0.0,3011
30741,5302,15526,37842.0,0.0,5539
30742,1046,3803,37842.0,0.0,2725
30743,249,4545,37843.0,0.0,677
30744,11258,14190,37843.0,0.0,245
30745,2107,9829,37843.0,0.0,753
30746,2419,7231,37843.0,0.0,3511
30747,4362,14515,37843.0,0.0,3027
30748,506,13617,37844.0,0.0,4262
30749,11258,10366,37844.0,0.0,7061
30750,15267,8242,37845.0,0.0,6080
30751,800,13311,37845.0,0.0,788
30752,5851,3803,37846.0,0.0,6056
30753,2916,3857,37847.0,0.0,4452
30754,2393,12563,37847.0,0.0,2973
30755,506,11467,37848.0,0.0,3447
30756,5798,5025,37848.0,0.0,6310
30757,2107,6316,37849.0,0.0,4427
30758,12959,13130,37850.0,0.0,822
30759,2107,10146,37851.0,0.0,753
30760,2107,14605,37851.0,0.0,531
30761,9129,13087,37852.0,0.0,4431
30762,2107,12955,37852.0,0.0,4377
30763,551,15094,37853.0,0.0,930
30764,3212,12111,37854.0,0.0,3974
30765,2107,14605,37854.0,0.0,753
30766,506,3150,37854.0,0.0,3447
30767,41,1514,37854.0,0.0,3195
30768,95,9738,37854.0,0.0,299
30769,95,9738,37855.0,0.0,301
30770,766,13027,37855.0,0.0,5479
30771,442,3803,37855.0,0.0,4440
30772,9129,11414,37855.0,0.0,7088
30773,2916,11547,37855.0,0.0,6250
30774,2916,13426,37856.0,0.0,3137
30775,6622,6878,37856.0,0.0,6792
30776,2725,8242,37857.0,0.0,3616
30777,1046,6120,37857.0,0.0,776
30778,41,1514,37858.0,0.0,2805
30779,2107,12105,37858.0,0.0,753
30780,766,13027,37859.0,0.0,19
30781,2107,10232,37860.0,0.0,753
30782,4362,10232,37860.0,0.0,3027
30783,2107,11521,37860.0,0.0,753
30784,2107,10531,37861.0,0.0,753
30785,2916,840,37862.0,0.0,3957
30786,95,9738,37862.0,0.0,6832
30787,4362,11752,37862.0,0.0,3027
30788,9129,9267,37863.0,0.0,747
30789,5851,3803,37863.0,0.0,6942
30790,95,9738,37863.0,0.0,6355
