,u,i,ts,label,idx
5117,5302,2205,26873.0,0.0,7013
5118,2107,11903,26873.0,0.0,4427
5119,3656,2205,26873.0,0.0,3588
5120,1643,5658,26874.0,0.0,3029
5121,3548,8249,26875.0,0.0,2145
5122,2725,12937,26875.0,0.0,6315
5123,14952,14952,26875.0,0.0,2899
5124,2393,11875,26876.0,0.0,5588
5125,296,3645,26876.0,0.0,1637
5126,2725,3732,26876.0,0.0,6290
5127,174,14163,26876.0,0.0,2155
5128,13372,886,26876.0,0.0,6681
5129,15267,6160,26877.0,0.0,6166
5130,174,2649,26877.0,0.0,760
5131,1547,4782,26877.0,0.0,2318
5132,3609,1990,26878.0,0.0,2377
5133,3548,8249,26879.0,0.0,1340
5134,4437,6061,26879.0,0.0,6660
5135,3576,2183,26880.0,0.0,832
5136,9953,9953,26880.0,0.0,3901
5137,1547,2239,26880.0,0.0,2987
5138,296,4950,26880.0,0.0,2172
5139,1031,2496,26881.0,0.0,3151
5140,174,4782,26882.0,0.0,3525
5141,174,4572,26882.0,0.0,3525
5142,1046,5600,26882.0,0.0,1636
5143,2725,12937,26884.0,0.0,7038
5144,14298,15041,26884.0,0.0,4837
5145,2107,3016,26886.0,0.0,4377
5146,3576,8962,26887.0,0.0,4154
5147,11020,11663,26887.0,0.0,5393
5148,3548,8249,26889.0,0.0,3991
5149,2725,12937,26890.0,0.0,6290
5150,1170,13943,26890.0,0.0,1365
5151,15141,7011,26890.0,0.0,763
5152,13352,13352,26891.0,0.0,7214
5153,3524,3524,26892.0,0.0,2280
5154,41,4406,26892.0,0.0,2804
5155,2107,15559,26892.0,0.0,4427
5156,41,10357,26893.0,0.0,2806
5157,296,3606,26895.0,0.0,2172
5158,3609,11504,26896.0,0.0,1503
5159,219,10391,26897.0,0.0,142
5160,3732,12696,26897.0,0.0,1495
5161,1195,12845,26897.0,0.0,699
5162,2109,3740,26897.0,0.0,1882
5163,1547,3924,26898.0,0.0,2318
5164,1046,13802,26898.0,0.0,776
5165,1547,2205,26899.0,0.0,4379
5166,3548,8249,26899.0,0.0,7055
5167,3776,3374,26900.0,0.0,2976
5168,1547,2506,26900.0,0.0,4379
5169,4029,7910,26900.0,0.0,3300
5170,296,4950,26901.0,0.0,7
5171,3576,9792,26902.0,0.0,6358
5172,13372,8538,26902.0,0.0,6681
5173,3548,1168,26904.0,0.0,6432
5174,2109,9515,26904.0,0.0,1882
5175,2107,12537,26905.0,0.0,4377
5176,1046,451,26906.0,0.0,1636
5177,3609,12779,26907.0,0.0,1498
5178,370,15136,26908.0,0.0,660
5179,2107,6363,26908.0,0.0,4427
5180,13326,8673,26909.0,0.0,1437
5181,10466,5392,26910.0,0.0,6518
5182,3548,8249,26911.0,0.0,6432
5183,2107,1421,26911.0,0.0,4377
5184,9932,8451,26911.0,0.0,5836
5185,5851,3374,26911.0,0.0,4370
5186,2725,12937,26912.0,0.0,6311
5187,1547,2205,26914.0,0.0,6757
5188,1046,13802,26914.0,0.0,6762
5189,3732,10610,26915.0,0.0,2404
5190,204,15116,26915.0,0.0,240
5191,2107,1729,26915.0,0.0,4427
5192,1046,1290,26916.0,0.0,776
5193,2107,7360,26916.0,0.0,4427
5194,3548,8249,26916.0,0.0,4747
5195,3576,6034,26916.0,0.0,832
5196,2107,12042,26918.0,0.0,4427
5197,2109,11374,26918.0,0.0,1882
5198,2107,11374,26919.0,0.0,4427
5199,5851,3374,26920.0,0.0,6056
5200,10242,12641,26922.0,0.0,5460
5201,3732,12696,26922.0,0.0,1489
5202,2109,1850,26923.0,0.0,1882
5203,3732,12696,26924.0,0.0,6775
5204,1825,4174,26925.0,0.0,4224
5205,506,2912,26925.0,0.0,6920
5206,5851,4403,26925.0,0.0,4370
5207,2107,3678,26925.0,0.0,4377
5208,506,12540,26925.0,0.0,6920
5209,1547,3455,26925.0,0.0,4379
5210,13372,3984,26926.0,0.0,6681
5211,2107,9739,26927.0,0.0,4377
5212,2107,9515,26928.0,0.0,4377
5213,8080,12447,26928.0,0.0,5655
5214,5851,4403,26928.0,0.0,6056
5215,3789,12816,26929.0,0.0,4435
5216,2168,5055,26930.0,0.0,3811
5217,11020,1028,26930.0,0.0,5393
5218,2107,13850,26930.0,0.0,4377
5219,11338,7822,26932.0,0.0,6579
5220,1547,2239,26932.0,0.0,2988
5221,11338,335,26932.0,0.0,6579
5222,10693,10693,26933.0,0.0,1548
5223,2168,12447,26933.0,0.0,3981
5224,2107,10318,26933.0,0.0,4377
5225,14952,14952,26934.0,0.0,4476
5226,5798,5501,26934.0,0.0,6310
5227,6702,1592,26934.0,0.0,7015
5228,9501,6993,26934.0,0.0,6295
5229,174,15232,26934.0,0.0,738
5230,2109,6015,26934.0,0.0,1882
5231,3548,8249,26934.0,0.0,5950
5232,11020,1169,26936.0,0.0,5393
5233,2107,7445,26937.0,0.0,4377
5234,11488,13480,26937.0,0.0,6107
5235,647,10039,26938.0,0.0,6945
5236,2107,10059,26939.0,0.0,4427
5237,3732,12696,26940.0,0.0,2404
5238,174,696,26940.0,0.0,3525
5239,2109,3791,26941.0,0.0,1882
5240,2109,13468,26941.0,0.0,1882
5241,5302,7435,26941.0,0.0,5862
5242,174,13715,26942.0,0.0,736
5243,3548,12564,26943.0,0.0,5950
5244,2107,2695,26943.0,0.0,4427
5245,6311,9640,26943.0,0.0,4349
5246,2107,11947,26944.0,0.0,4377
5247,3789,11313,26946.0,0.0,741
5248,4838,5291,26947.0,0.0,5318
5249,5851,2575,26947.0,0.0,4370
5250,3789,10044,26949.0,0.0,741
5251,1046,13802,26949.0,0.0,1636
5252,2107,4232,26950.0,0.0,4377
5253,174,5306,26950.0,0.0,4113
5254,2107,9515,26954.0,0.0,4427
5255,2393,13480,26954.0,0.0,5588
5256,13372,7205,26956.0,0.0,6681
5257,2107,9734,26956.0,0.0,4377
5258,5302,10236,26956.0,0.0,5539
5259,647,5658,26956.0,0.0,6945
5260,14597,5302,26956.0,0.0,2601
5261,647,3294,26957.0,0.0,6945
5262,3776,5291,26957.0,0.0,2976
5263,174,12354,26957.0,0.0,760
5264,3829,2400,26960.0,0.0,5062
5265,2393,11369,26960.0,0.0,5588
5266,174,10345,26960.0,0.0,2209
5267,1170,12661,26960.0,0.0,1365
5268,2107,9482,26960.0,0.0,4427
5269,2107,9464,26960.0,0.0,4427
5270,2109,11608,26962.0,0.0,1882
5271,3548,11534,26962.0,0.0,6432
5272,3548,12696,26963.0,0.0,1340
5273,2107,6993,26963.0,0.0,4427
5274,11629,12241,26964.0,0.0,2307
5275,10792,2575,26964.0,0.0,7192
5276,1547,3676,26965.0,0.0,4379
5277,174,802,26967.0,0.0,3525
5278,5302,9164,26967.0,0.0,5539
5279,1547,5726,26967.0,0.0,2988
5280,2107,12042,26967.0,0.0,4377
5281,3829,8304,26969.0,0.0,5062
5282,3732,11554,26969.0,0.0,6776
5283,2107,9205,26971.0,0.0,4427
5284,4836,15041,26971.0,0.0,2603
5285,11488,12779,26972.0,0.0,4796
5286,800,2093,26972.0,0.0,4022
5287,3609,5055,26972.0,0.0,2377
5288,296,14323,26973.0,0.0,7
5289,506,2695,26973.0,0.0,6920
5290,5851,5291,26975.0,0.0,4370
5291,2107,7842,26976.0,0.0,4377
5292,219,11504,26976.0,0.0,2445
5293,174,5306,26977.0,0.0,3525
5294,11740,14945,26977.0,0.0,5055
5295,2725,15402,26977.0,0.0,7038
5296,1046,5291,26978.0,0.0,6762
5297,3732,13519,26978.0,0.0,6776
5298,6311,2205,26979.0,0.0,1316
5299,13518,9372,26980.0,0.0,1644
5300,174,2823,26981.0,0.0,3524
5301,3548,5256,26982.0,0.0,4747
5302,11488,12779,26983.0,0.0,4789
5303,2725,13519,26984.0,0.0,6311
5304,858,15041,26986.0,0.0,221
5305,3252,4317,26988.0,0.0,4567
5306,2109,10370,26988.0,0.0,1882
5307,1750,8451,26988.0,0.0,3046
5308,1547,5726,26989.0,0.0,6757
5309,3548,6387,26989.0,0.0,3991
5310,3548,12696,26989.0,0.0,4730
5311,174,10236,26989.0,0.0,4113
5312,3548,12696,26989.0,0.0,5950
5313,11488,12779,26989.0,0.0,2111
5314,2109,13249,26989.0,0.0,1882
5315,2107,8041,26991.0,0.0,4427
5316,1547,8538,26992.0,0.0,2318
5317,5302,8358,26993.0,0.0,5539
5318,3576,15323,26993.0,0.0,832
5319,1592,6702,26993.0,0.0,7003
5320,1170,2844,26996.0,0.0,7085
5321,2107,11608,26996.0,0.0,4377
5322,3576,1211,26996.0,0.0,2309
5323,701,11765,26996.0,0.0,5631
5324,2107,12885,26999.0,0.0,4427
5325,3548,12779,26999.0,0.0,6432
5326,2107,9725,26999.0,0.0,4427
5327,2107,15547,27000.0,0.0,4427
5328,509,1028,27000.0,0.0,2613
5329,506,1305,27000.0,0.0,6920
5330,1547,9945,27000.0,0.0,2318
5331,296,14323,27000.0,0.0,2172
5332,6838,6822,27001.0,0.0,3610
5333,159,5907,27001.0,0.0,3037
5334,2107,2492,27002.0,0.0,4427
5335,2725,4174,27002.0,0.0,7037
5336,2770,9515,27003.0,0.0,2167
5337,2107,10520,27003.0,0.0,4377
5338,6066,6066,27003.0,0.0,1579
5339,9501,10171,27005.0,0.0,3964
5340,356,6331,27006.0,0.0,469
5341,2107,4341,27006.0,0.0,4377
5342,3548,8940,27006.0,0.0,4747
5343,672,1506,27006.0,0.0,2606
5344,13589,15228,27007.0,0.0,3604
5345,2393,2919,27007.0,0.0,5588
5346,13287,14952,27008.0,0.0,7109
5347,2107,11413,27008.0,0.0,4377
5348,647,13667,27008.0,0.0,6945
5349,2107,7972,27009.0,0.0,4427
5350,1547,166,27009.0,0.0,4379
5351,6354,6600,27010.0,0.0,4140
5352,6311,5501,27010.0,0.0,2586
5353,204,11686,27011.0,0.0,240
5354,3576,1211,27011.0,0.0,505
5355,11488,12779,27012.0,0.0,1888
5356,1046,8819,27013.0,0.0,776
5357,506,40,27013.0,0.0,6920
5358,1046,10466,27016.0,0.0,1636
5359,1046,5099,27016.0,0.0,776
5360,2107,5539,27017.0,0.0,4427
5361,6945,13300,27017.0,0.0,5584
5362,2725,3732,27017.0,0.0,6315
5363,174,3855,27018.0,0.0,2209
5364,3789,13131,27019.0,0.0,6161
5365,7501,2029,27022.0,0.0,6829
5366,3576,1211,27023.0,0.0,3214
5367,13589,15228,27024.0,0.0,2020
5368,11488,12779,27024.0,0.0,6594
5369,3609,11504,27024.0,0.0,1504
5370,1170,3267,27024.0,0.0,1365
5371,1547,11103,27026.0,0.0,2318
5372,14288,11504,27027.0,0.0,6923
5373,1547,12277,27027.0,0.0,2318
5374,14597,9640,27027.0,0.0,2601
5375,506,14182,27028.0,0.0,6920
5376,2107,9073,27028.0,0.0,4427
5377,3548,12696,27028.0,0.0,3991
5378,2107,2127,27028.0,0.0,4377
5379,2109,7115,27029.0,0.0,1882
5380,2107,3008,27029.0,0.0,4427
5381,1170,2654,27029.0,0.0,1365
5382,13589,15228,27030.0,0.0,3606
5383,1046,3317,27030.0,0.0,827
5384,2107,1950,27030.0,0.0,4377
5385,2107,335,27034.0,0.0,4377
5386,2725,11504,27034.0,0.0,6290
5387,174,13715,27034.0,0.0,760
5388,12482,11504,27035.0,0.0,4406
5389,1195,12845,27036.0,0.0,5730
5390,174,802,27037.0,0.0,4113
5391,1046,6102,27037.0,0.0,827
5392,2725,14481,27037.0,0.0,6315
5393,2107,2931,27042.0,0.0,4427
5394,12919,3660,27042.0,0.0,2511
5395,7384,7384,27044.0,0.0,2085
5396,981,12108,27048.0,0.0,2156
5397,800,458,27049.0,0.0,6635
5398,1046,2127,27049.0,0.0,1636
5399,506,10916,27051.0,0.0,6920
5400,1046,8088,27051.0,0.0,776
5401,2393,10610,27052.0,0.0,5588
5402,11259,6600,27052.0,0.0,2248
5403,1170,9909,27052.0,0.0,1365
5404,1195,6691,27053.0,0.0,5730
5405,2393,6275,27053.0,0.0,2973
5406,958,1017,27054.0,0.0,178
5407,13589,15228,27055.0,0.0,3603
5408,83,10697,27055.0,0.0,446
5409,1547,4480,27056.0,0.0,4379
5410,2107,6166,27056.0,0.0,4427
5411,3576,2065,27057.0,0.0,2309
5412,1547,4205,27058.0,0.0,2988
5413,2107,11903,27058.0,0.0,4377
5414,1046,10818,27058.0,0.0,827
5415,2107,9699,27059.0,0.0,4427
5416,1046,5099,27059.0,0.0,827
5417,2107,1379,27060.0,0.0,4377
5418,1046,3900,27060.0,0.0,6762
5419,2107,7110,27060.0,0.0,4427
5420,174,2446,27061.0,0.0,3525
5421,1547,1528,27062.0,0.0,2990
5422,3576,15323,27063.0,0.0,4154
5423,174,5663,27064.0,0.0,3524
5424,1046,5291,27064.0,0.0,827
5425,174,5306,27065.0,0.0,738
5426,1046,12480,27066.0,0.0,1636
5427,12919,3660,27066.0,0.0,1445
5428,1046,2802,27066.0,0.0,827
5429,15267,13231,27066.0,0.0,6080
5430,2107,3337,27066.0,0.0,4427
5431,2107,12108,27069.0,0.0,4427
5432,10414,11776,27069.0,0.0,2754
5433,506,15234,27069.0,0.0,1251
5434,2107,1859,27071.0,0.0,4377
5435,1046,5099,27072.0,0.0,1636
5436,1164,7115,27073.0,0.0,6999
5437,2107,10708,27075.0,0.0,4427
5438,2725,13519,27076.0,0.0,7038
5439,1170,2124,27077.0,0.0,1365
5440,1986,2061,27077.0,0.0,4243
5441,6838,4824,27078.0,0.0,3610
5442,2109,13182,27078.0,0.0,1882
5443,2107,4909,27079.0,0.0,4377
5444,11020,1419,27080.0,0.0,5393
5445,14036,1859,27080.0,0.0,735
5446,2393,14466,27082.0,0.0,2973
5447,174,4572,27082.0,0.0,4113
5448,958,9608,27082.0,0.0,178
5449,2393,3732,27083.0,0.0,2973
5450,5813,6600,27083.0,0.0,2328
5451,1046,12480,27084.0,0.0,827
5452,2393,13203,27085.0,0.0,2973
5453,2107,2453,27086.0,0.0,4427
5454,8210,10236,27086.0,0.0,7077
5455,12919,12845,27087.0,0.0,2511
5456,6311,2876,27090.0,0.0,258
5457,2393,13089,27090.0,0.0,2973
5458,2393,6927,27090.0,0.0,5588
5459,2107,5973,27091.0,0.0,4427
5460,3789,3929,27091.0,0.0,4435
5461,2107,5102,27091.0,0.0,4427
5462,2107,9482,27092.0,0.0,4377
5463,1170,12672,27093.0,0.0,1365
5464,1547,10345,27093.0,0.0,4379
5465,204,12324,27093.0,0.0,240
5466,174,802,27093.0,0.0,738
5467,15267,6091,27094.0,0.0,6510
5468,41,10357,27094.0,0.0,2805
5469,174,986,27097.0,0.0,760
5470,6461,91,27097.0,0.0,5424
5471,1547,3148,27097.0,0.0,2987
5472,1170,9909,27098.0,0.0,7085
5473,2107,10605,27099.0,0.0,4377
5474,1046,3900,27099.0,0.0,776
5475,2107,3008,27100.0,0.0,4377
5476,6066,6066,27101.0,0.0,4937
5477,2725,471,27102.0,0.0,6315
5478,1164,2124,27102.0,0.0,6999
5479,5302,7800,27104.0,0.0,7013
5480,800,14586,27104.0,0.0,926
5481,3576,1036,27105.0,0.0,832
5482,1547,1528,27105.0,0.0,5247
5483,2107,9681,27106.0,0.0,4377
5484,2107,11062,27106.0,0.0,4427
5485,2357,4301,27106.0,0.0,2469
5486,2393,11369,27107.0,0.0,2973
5487,209,209,27108.0,0.0,6916
5488,2107,13674,27110.0,0.0,4427
5489,2109,1929,27110.0,0.0,1882
5490,1046,12742,27111.0,0.0,776
5491,209,209,27112.0,0.0,4256
5492,3380,3676,27112.0,0.0,2206
5493,11488,13241,27113.0,0.0,4790
5494,1046,3900,27114.0,0.0,1636
5495,3732,11504,27115.0,0.0,6776
5496,2393,8280,27115.0,0.0,5588
5497,10681,13943,27117.0,0.0,2
5498,41,12722,27118.0,0.0,2806
5499,1547,6961,27118.0,0.0,2318
5500,8107,1703,27119.0,0.0,7152
5501,13518,8660,27119.0,0.0,1644
5502,3548,12696,27119.0,0.0,7055
5503,6547,4504,27119.0,0.0,2082
5504,3776,12742,27120.0,0.0,2976
5505,2107,127,27122.0,0.0,4377
5506,83,10208,27123.0,0.0,446
5507,12482,6091,27123.0,0.0,4406
5508,1449,9233,27125.0,0.0,912
5509,12919,3660,27126.0,0.0,2512
5510,177,2061,27128.0,0.0,5224
5511,7527,6387,27128.0,0.0,6453
5512,1547,3148,27128.0,0.0,5248
5513,1170,12661,27128.0,0.0,7085
5514,1046,5600,27132.0,0.0,776
5515,209,209,27132.0,0.0,6915
5516,8613,3656,27133.0,0.0,2032
5517,2293,15366,27134.0,0.0,4437
5518,3576,380,27134.0,0.0,4154
5519,209,209,27134.0,0.0,6513
5520,4437,3606,27135.0,0.0,4382
5521,2648,14952,27136.0,0.0,2739
5522,12919,3660,27136.0,0.0,1446
5523,2109,2124,27136.0,0.0,1882
5524,15037,13519,27136.0,0.0,1779
5525,3191,1669,27137.0,0.0,3935
5526,3829,8557,27139.0,0.0,5062
5527,3576,2065,27140.0,0.0,832
5528,1547,6961,27140.0,0.0,5248
5529,3576,1036,27142.0,0.0,2309
5530,3789,11913,27144.0,0.0,4435
5531,6988,6135,27144.0,0.0,921
5532,1547,8538,27145.0,0.0,2987
5533,2107,11955,27146.0,0.0,4427
5534,5302,4420,27146.0,0.0,5539
5535,1170,4436,27146.0,0.0,1365
5536,12919,12845,27146.0,0.0,1445
5537,3576,1483,27147.0,0.0,4155
5538,174,8538,27147.0,0.0,738
5539,1547,11892,27147.0,0.0,4379
5540,6311,2093,27147.0,0.0,1318
5541,209,209,27147.0,0.0,8
5542,10181,12108,27148.0,0.0,179
5543,2393,11504,27148.0,0.0,2973
5544,3789,14575,27148.0,0.0,4435
5545,2107,15451,27149.0,0.0,4427
5546,12919,3660,27150.0,0.0,1443
5547,506,14535,27151.0,0.0,6920
5548,174,4572,27151.0,0.0,738
5549,3776,8819,27151.0,0.0,2976
5550,2107,3396,27152.0,0.0,4377
5551,2107,1571,27153.0,0.0,4377
5552,1547,8521,27154.0,0.0,5248
5553,3576,1483,27154.0,0.0,832
5554,174,4480,27154.0,0.0,738
5555,3576,3189,27154.0,0.0,832
5556,3576,11726,27155.0,0.0,4155
5557,5979,11776,27156.0,0.0,1631
5558,5798,11437,27156.0,0.0,6310
5559,1003,1483,27156.0,0.0,4453
5560,3732,11504,27157.0,0.0,2404
5561,2393,8249,27158.0,0.0,2973
5562,3732,11504,27158.0,0.0,1489
5563,2109,2511,27159.0,0.0,1882
5564,11218,13026,27159.0,0.0,4687
5565,14288,11504,27159.0,0.0,4277
5566,6945,11591,27160.0,0.0,2696
5567,2107,7304,27160.0,0.0,4377
5568,10242,6987,27160.0,0.0,6552
5569,1046,14671,27161.0,0.0,776
5570,3789,10723,27161.0,0.0,4435
5571,11986,11776,27162.0,0.0,5882
5572,8773,1642,27162.0,0.0,713
5573,2107,7834,27162.0,0.0,4377
5574,1046,6361,27162.0,0.0,827
5575,1547,5487,27162.0,0.0,5248
5576,1046,12742,27163.0,0.0,6762
5577,3576,9586,27163.0,0.0,3214
5578,204,13291,27163.0,0.0,240
5579,7384,7842,27163.0,0.0,2085
5580,1548,9348,27164.0,0.0,6015
5581,2107,14575,27164.0,0.0,4427
5582,3789,9482,27164.0,0.0,4435
5583,1712,9186,27164.0,0.0,3241
5584,13372,5798,27165.0,0.0,5965
5585,1170,2124,27165.0,0.0,7085
5586,2790,7750,27167.0,0.0,2893
5587,2107,9888,27167.0,0.0,4377
5588,1547,166,27168.0,0.0,2318
5589,3732,11504,27168.0,0.0,1495
5590,2107,2931,27169.0,0.0,4377
5591,1046,5346,27170.0,0.0,776
5592,10242,8819,27170.0,0.0,6684
5593,174,3494,27171.0,0.0,4387
5594,2964,12742,27174.0,0.0,7294
5595,176,13601,27175.0,0.0,5675
5596,1046,7190,27175.0,0.0,776
5597,10306,6600,27177.0,0.0,4819
5598,3829,4008,27179.0,0.0,5062
5599,2109,9630,27179.0,0.0,1882
5600,204,10452,27179.0,0.0,240
5601,2109,5673,27179.0,0.0,1882
5602,6311,2205,27182.0,0.0,2587
5603,1547,10345,27182.0,0.0,2318
5604,89,14441,27182.0,0.0,323
5605,6311,9640,27182.0,0.0,1316
5606,6838,4420,27183.0,0.0,3610
5607,11488,14352,27183.0,0.0,4789
5608,1547,1176,27183.0,0.0,4379
5609,7559,6230,27184.0,0.0,882
5610,174,3380,27185.0,0.0,760
5611,1547,6961,27186.0,0.0,4379
5612,1643,10302,27186.0,0.0,4105
5613,2393,13896,27187.0,0.0,5588
5614,3548,14352,27189.0,0.0,4730
5615,1046,4917,27190.0,0.0,827
5616,14288,14352,27192.0,0.0,605
5617,10401,10401,27192.0,0.0,6543
5618,6838,3656,27192.0,0.0,3610
5619,3656,297,27192.0,0.0,2012
5620,8773,1642,27193.0,0.0,4369
5621,3576,11498,27195.0,0.0,4155
5622,2109,10015,27195.0,0.0,1882
5623,15141,5461,27196.0,0.0,763
5624,2107,11615,27196.0,0.0,4427
5625,174,4572,27197.0,0.0,760
5626,2107,4700,27198.0,0.0,4427
5627,1547,13206,27198.0,0.0,4379
5628,2109,2654,27198.0,0.0,1882
5629,5813,12742,27198.0,0.0,5234
5630,1986,8556,27200.0,0.0,4243
5631,1547,11986,27200.0,0.0,4379
5632,12927,5673,27200.0,0.0,1042
5633,1547,6961,27200.0,0.0,890
5634,2107,15244,27201.0,0.0,4427
5635,174,4572,27202.0,0.0,3739
5636,1547,957,27203.0,0.0,2315
5637,4836,13472,27204.0,0.0,2603
5638,1170,2667,27204.0,0.0,1365
5639,3789,3929,27205.0,0.0,741
5640,2109,2822,27206.0,0.0,1882
5641,506,5673,27207.0,0.0,6920
5642,2168,4181,27207.0,0.0,6563
5643,1547,6961,27207.0,0.0,2989
5644,133,363,27209.0,0.0,146
5645,8613,3656,27209.0,0.0,2032
5646,13372,1271,27209.0,0.0,6503
5647,3732,12696,27209.0,0.0,7058
5648,1547,1664,27209.0,0.0,5248
5649,5798,6537,27211.0,0.0,5542
5650,6838,3656,27212.0,0.0,3610
5651,1547,6961,27212.0,0.0,891
5652,2109,6264,27212.0,0.0,1882
5653,506,2580,27213.0,0.0,6920
5654,2725,15402,27213.0,0.0,6315
5655,2107,7067,27214.0,0.0,4427
5656,2725,14352,27214.0,0.0,3613
5657,174,3494,27215.0,0.0,738
5658,1547,5487,27216.0,0.0,891
5659,10681,13472,27216.0,0.0,2
5660,1547,8325,27217.0,0.0,4379
5661,2107,7286,27217.0,0.0,4427
5662,3789,5763,27218.0,0.0,4435
5663,12919,12845,27219.0,0.0,2512
5664,12919,3660,27222.0,0.0,1442
5665,2107,5720,27224.0,0.0,4377
5666,2107,7966,27224.0,0.0,4427
5667,4390,2124,27224.0,0.0,6
5668,13372,6745,27225.0,0.0,6681
5669,2107,11615,27225.0,0.0,4377
5670,11020,3221,27226.0,0.0,5393
5671,13372,402,27226.0,0.0,6681
5672,256,9233,27226.0,0.0,734
5673,2393,11488,27227.0,0.0,2973
5674,994,11776,27227.0,0.0,4805
5675,174,802,27227.0,0.0,3739
5676,1547,6961,27227.0,0.0,2991
5677,176,13601,27227.0,0.0,4708
5678,1046,5600,27227.0,0.0,827
5679,2107,8492,27228.0,0.0,4377
5680,133,2880,27230.0,0.0,146
5681,4836,300,27230.0,0.0,2603
5682,10681,7996,27231.0,0.0,2
5683,15141,15141,27232.0,0.0,763
5684,2107,13511,27233.0,0.0,4427
5685,296,3367,27233.0,0.0,2172
5686,1046,4825,27235.0,0.0,827
5687,1046,7966,27236.0,0.0,776
5688,10693,10693,27237.0,0.0,6383
5689,2107,1950,27237.0,0.0,4427
5690,647,14295,27237.0,0.0,6945
5691,1547,11892,27238.0,0.0,5252
5692,2107,4354,27238.0,0.0,4377
5693,2393,7388,27239.0,0.0,2973
5694,1547,1280,27239.0,0.0,2991
5695,6060,6600,27239.0,0.0,6759
5696,1170,2667,27241.0,0.0,7085
5697,2393,11037,27241.0,0.0,2973
5698,1170,7996,27242.0,0.0,7085
5699,5387,6600,27242.0,0.0,6261
5700,13372,114,27245.0,0.0,6681
5701,2107,7100,27247.0,0.0,4377
5702,1547,5487,27247.0,0.0,2991
5703,41,14352,27248.0,0.0,2805
5704,2109,215,27248.0,0.0,1882
5705,10183,7230,27248.0,0.0,6624
5706,365,9164,27248.0,0.0,6881
5707,15272,14067,27248.0,0.0,2013
5708,5302,5748,27249.0,0.0,7013
5709,2107,336,27249.0,0.0,4427
5710,1547,1280,27249.0,0.0,2315
5711,13607,12936,27250.0,0.0,5235
5712,2393,8411,27250.0,0.0,2973
5713,2107,13327,27252.0,0.0,4427
5714,672,11,27253.0,0.0,2208
5715,2107,7966,27253.0,0.0,4377
5716,12919,12845,27255.0,0.0,1442
5717,6838,4142,27256.0,0.0,3610
5718,159,7061,27257.0,0.0,3037
5719,800,14586,27257.0,0.0,6661
5720,1035,6448,27259.0,0.0,676
5721,1547,1280,27259.0,0.0,5252
5722,1046,12742,27260.0,0.0,827
5723,176,5638,27260.0,0.0,5675
5724,2107,14575,27261.0,0.0,4377
5725,2393,6868,27262.0,0.0,2973
5726,2522,8982,27262.0,0.0,1830
5727,365,7731,27262.0,0.0,6881
5728,174,802,27262.0,0.0,760
5729,1547,6961,27263.0,0.0,2315
5730,13372,7232,27263.0,0.0,5965
5731,2107,11287,27263.0,0.0,4427
5732,1046,13255,27263.0,0.0,776
5733,2107,5230,27263.0,0.0,4427
5734,1547,7565,27264.0,0.0,4379
5735,5798,10376,27264.0,0.0,6310
5736,2107,7159,27265.0,0.0,4377
5737,15267,15547,27266.0,0.0,6230
5738,1046,13255,27266.0,0.0,827
5739,174,2823,27266.0,0.0,4113
5740,12919,12845,27267.0,0.0,1446
5741,5302,2649,27268.0,0.0,7013
5742,13372,7232,27268.0,0.0,6503
5743,5798,2876,27268.0,0.0,5542
5744,800,7975,27270.0,0.0,6437
5745,3656,2394,27270.0,0.0,2012
5746,1177,14952,27271.0,0.0,6959
5747,1547,5487,27272.0,0.0,5250
5748,2107,5819,27272.0,0.0,4427
5749,1721,734,27272.0,0.0,2186
5750,174,3380,27274.0,0.0,738
5751,2107,14357,27274.0,0.0,4377
5752,2168,7761,27274.0,0.0,6562
5753,7501,2183,27276.0,0.0,6829
5754,12919,12845,27278.0,0.0,1443
5755,800,5048,27279.0,0.0,6661
5756,1547,5487,27279.0,0.0,2315
5757,3789,10526,27280.0,0.0,4435
5758,8613,8749,27281.0,0.0,2032
5759,6311,15232,27282.0,0.0,1316
5760,365,12277,27282.0,0.0,3030
5761,1721,734,27284.0,0.0,4359
5762,2107,12077,27284.0,0.0,4377
5763,6461,11916,27285.0,0.0,5424
5764,2107,7067,27286.0,0.0,4377
5765,2107,5476,27286.0,0.0,4427
5766,3789,11608,27286.0,0.0,741
5767,4148,5256,27286.0,0.0,6512
5768,2393,13931,27290.0,0.0,5588
5769,2109,8368,27291.0,0.0,1882
5770,3576,826,27292.0,0.0,832
5771,800,5861,27293.0,0.0,6635
5772,2107,4573,27294.0,0.0,4377
5773,2725,14265,27294.0,0.0,6290
5774,5342,494,27295.0,0.0,5569
5775,800,4420,27295.0,0.0,6635
5776,2725,5102,27296.0,0.0,7038
5777,506,1366,27296.0,0.0,6920
5778,204,1859,27297.0,0.0,240
5779,2109,3119,27298.0,0.0,1882
5780,2107,15442,27298.0,0.0,4427
5781,1547,6961,27298.0,0.0,886
5782,13372,7224,27298.0,0.0,6503
5783,506,3124,27298.0,0.0,6920
5784,5302,1896,27299.0,0.0,5699
5785,2770,1665,27300.0,0.0,2167
5786,3789,4192,27302.0,0.0,4435
5787,15453,15453,27302.0,0.0,6695
5788,1547,5487,27304.0,0.0,886
5789,10792,6600,27305.0,0.0,7192
5790,2393,3150,27305.0,0.0,2973
5791,800,10545,27306.0,0.0,926
5792,2725,471,27306.0,0.0,220
5793,3576,6034,27306.0,0.0,4155
5794,15267,11822,27307.0,0.0,6080
